Algorytm;Funkcja testowa;Liczba szukanych parametrów;Prawdopobieñstwo mutacji;Prawdopobieñstwo crossover;Liczba iteracji;Rozmiar populacji;Znalezione minimum;Œrednia wartoœæ znalezionych parametrów;Odchylenie standardowe znalezionych parametrów;Wartoœæ funkcji celu;Odchylenie standardowe funkcji celu
GA;Rosenbrock;3;0,1;0,9;1000;20;(0,9312341616871814, 0,8675518670763547, 0,7526686271500218);(0,09353558037195993, 0,8572267823800492, 0,9141440828914877);(0,8891631881386758, 0,18780553945725276, 0,759189422047449);0,022283887072891233;1,8698133616387516
GA;Rosenbrock;3;0,1;0,9;5;40;(0,7628480987679506, 0,5917185699581109, 0,3271836630099668);(0,4805765510088852, 0,5695495427886178, 0,5635566946064755);(0,34043929925841976, 0,21357824692204633, 0,43533980451320614);0,2851596402252997;4,215976559994506
GA;Rosenbrock;3;0,1;0,9;10;40;(1,0318639178968367, 1,0687775460041857, 1,1460251901570997);(0,4378948654001945, 0,42801675292767694, 0,2543926139705436);(0,23846805277763347, 0,07527105079313369, 0,08170124907370664);0,008771870195562848;1,0491352278562984
GA;Rosenbrock;3;0,1;0,9;20;40;(0,9845809605566134, 0,9690077755877425, 0,9389345157914207);(0,537283384367507, 0,6083702722423963, 0,4650233946909779);(0,33601086428598653, 0,10024441977892444, 0,12885611424939766);0,0012137953772358384;0,7889125815014986
GA;Rosenbrock;3;0,1;0,9;40;40;(0,9732728632195565, 0,9472299806912026, 0,8972066889395498);(0,44376145455215343, 0,6025873070074083, 0,603888317514844);(0,4272773458170928, 0,2545388737479944, 0,6743348337714843);0,0034992492929645175;1,1207992450231656
GA;Rosenbrock;3;0,1;0,9;60;40;(0,9710056555152559, 0,9426822179558452, 0,8886899314224611);(0,5111753057370005, 0,5280982647631511, 0,4095763339853817);(0,27870493849157163, 0,14049596780496548, 0,2546121810256401);0,004129043510809562;0,8680781531444373
GA;Rosenbrock;3;0,1;0,9;80;40;(1,01708975715425, 1,0347287802235512, 1,0708006352899933);(0,5865944893768886, 0,614352360926717, 0,5002968301302663);(0,28257200826869877, 0,1290921239979075, 0,307402907270839);0,0015066400086855864;0,7139331443997761
GA;Rosenbrock;3;0,1;0,9;100;40;(1,0127028059560583, 1,025748006777345, 1,0521598109740227);(0,4574244794498842, 0,698995082843498, 0,7255663412878534);(0,515576326269816, 0,24964893637939625, 0,7993897479179592);0,0008275985182437842;1,1147607086865627
GA;Rosenbrock;3;0,1;0,9;1000;40;(0,9983452705763742, 0,9966849922295473, 0,9933809562548587);(0,5126928666195085, 0,6798640353997316, 0,5153001045077487);(0,43702837637218134, 0,05704056746515479, 0,16058837631781023);1,3734273538321996E-05;0,8113304272264357
GA;Rosenbrock;3;0,1;0,9;5;80;(1,152079483831903, 1,2811038508292878, 1,610218303976077);(0,386723498972808, 0,4799159212078167, 0,3901873864563524);(0,3643885738885048, 0,1970079150912546, 0,3039540747329205);0,41159153514332864;1,8082332447239609
GA;Rosenbrock;3;0,1;0,9;10;80;(0,9291859801209275, 0,868646579837569, 0,7506930699355744);(0,6178372834179184, 0,7136701685492405, 0,7487354987789837);(0,34423853866669624, 0,23824018965214386, 0,7482983218004682);0,026520285994340347;0,9311082997190342
GA;Rosenbrock;3;0,1;0,9;20;80;(0,9908927646461897, 0,9820715966494535, 0,9644419823193592);(0,7716713264102851, 0,6656391926122072, 0,5925106009880573);(0,07354577905431685, 0,15945773355443318, 0,27818957245902004);0,0004085466350316354;0,3969250182664307
GA;Rosenbrock;3;0,1;0,9;40;80;(0,983648523833961, 0,9675180589671448, 0,9359543539146681);(0,685155984191585, 0,516826996438059, 0,37843229231226627);(0,050797958407209125, 0,11970996685329675, 0,24949862702800013);0,001324534718746158;0,49850443747999806
GA;Rosenbrock;3;0,1;0,9;60;80;(1,002789639329637, 1,0059377720774387, 1,0121143332880198);(0,6410106766569077, 0,6518216669837175, 0,5297882214155479);(0,2522278923726957, 0,11300659412356766, 0,2302616346351345);5,9481595907921954E-05;0,6024926120005859
GA;Rosenbrock;3;0,1;0,9;80;80;(1,0440445396802192, 1,0900599269102302, 1,188228851970848);(0,6780693358119594, 0,6170609435373584, 0,5311843959766475);(0,16542564982425073, 0,1603539863135101, 0,4775735791154713);0,010050807874153082;0,5632164560261359
GA;Rosenbrock;3;0,1;0,9;100;80;(0,9812609701050455, 0,9627776070332037, 0,9265886343681936);(0,6475411250061718, 0,5323502469375662, 0,31454465395622133);(0,1178768241550259, 0,03440144705870486, 0,05453739586785237);0,0017499659787776607;0,49006105242498643
GA;Rosenbrock;3;0,1;0,9;1000;80;(0,9820670756396596, 0,9643644570337626, 0,9299275181753979);(0,8291858918751208, 0,7013239713832559, 0,5350284705852638);(0,0139721071185861, 0,04648797439588699, 0,15421527767051943);0,0015928231711248866;0,17643956149037124
GA;Rosenbrock;5;0,1;0,9;5;10;(0,25293837262181906, 0,4472030706530149, 0,4844389062394535, 0,5153808200557295, 0,4824314201100415);(-0,22678093839676444, 0,41116004675107776, 0,32142846993637886, 0,6691533449465115, 0,9445186763532549);(0,6573591332228235, 0,6357020606411788, 0,8650487034665871, 0,9138307429952757, 1,5432888397337379);36,721656676698004;475,2018840383518
GA;Rosenbrock;5;0,1;0,9;10;10;(0,5308008299517883, 0,4552990914032958, -0,03807818039211258, -0,12104131866732656, 0,20250875218256637);(0,10608470304591891, 0,3493727637814602, 0,2897961763001152, 0,638903996260665, 0,8790678040723414);(0,810503535280162, 0,4657412163181152, 1,0965295701497326, 0,799015442939536, 1,580856773346179);16,913507538890567;461,3267555621507
GA;Rosenbrock;5;0,1;0,9;20;10;(1,0592456301354851, 0,9888878338075329, 0,6912105303959384, 0,2559760576744772, -0,020917282075400723);(0,025824666663464956, 0,3791786374402074, 0,11381503262627635, 0,313794799601228, 0,5253454665455863);(0,8063705716790824, 1,063703513280377, 0,6291516259947347, 0,9102998000384573, 1,040841986058975);16,310060997265566;593,345604468652
GA;Rosenbrock;5;0,1;0,9;40;10;(0,4949585182057357, 0,07623936887321028, -0,007544175344360082, 0,022015510692002055, -0,08359560475538898);(0,08286391255508084, 0,37914923202724016, 0,29557571484673584, 0,5043525442389375, 0,47547499681869965);(0,514605902179489, 0,40774522065620694, 0,46860757921415797, 0,4910059204182088, 1,4084816877934427);6,700479769008968;211,55140625217604
GA;Rosenbrock;5;0,1;0,9;60;10;(1,0394238726606317, 1,004363468279018, 1,0170268765240202, 1,0184230991779688, 1,0805486464613034);(0,011846981454943142, 0,4329171050074446, 0,3995842783229383, 0,337295786113664, 0,9527458805044521);(0,6073424051833708, 0,5262068881074683, 0,4806228013046883, 0,8266829000368268, 1,1794776819961617);0,8006273232682534;159,17456371096674
GA;Rosenbrock;5;0,1;0,9;80;10;(1,0847982556255973, 1,1853621266648107, 1,27981412551465, 1,5837053037713726, 2,5247913681315564);(-0,20257699694027625, 0,36491864109274186, 0,4695553316106931, 0,7572754111782515, 0,939163088205271);(0,46326139071202244, 0,4050112198730455, 0,44122938248256033, 0,3337687870502513, 0,6799990261550753);2,3589029036122784;52,35859366414883
GA;Rosenbrock;5;0,1;0,9;100;10;(0,8326191406379383, 0,6811982813810098, 0,4555515308649982, 0,19352301817146447, -0,0835231103998975);(-0,11525442819002314, 0,2940665982436772, 0,08795400561088845, 0,18305697802745086, 0,4008193004333817);(0,4999249279137437, 0,15922117593930213, 0,24436976124504556, 0,4110304492347425, 0,8851953710621978);2,5812950930806164;85,23058321516736
GA;Rosenbrock;5;0,1;0,9;1000;10;(1,0004879142825789, 1,0008791456691635, 1,0015381774671432, 1,0031619218648915, 1,0059461462177954);(0,4558557206245288, 0,6322838353707518, 0,4557524912604025, 0,3170251510466212, 0,2678531875528347);(0,4431969144112376, 0,052775276376803286, 0,10935935239219445, 0,17740026537719789, 0,3097100453654635);3,491616213381202E-05;1,954655790645895
GA;Rosenbrock;5;0,1;0,9;5;20;(0,11441580107487177, 0,19112202300988101, 0,09260315277510339, 0,03964119647077613, 0,0302593966030478);(-0,13763237516161034, 0,19399618706687907, 0,31590355896339195, 0,4318224558065823, 0,36029800252152716);(0,36123657843920254, 0,5067301379427921, 0,34449429717126445, 0,3126117830118544, 0,7537549039269177);6,846961557022419;131,1151336353824
GA;Rosenbrock;5;0,1;0,9;10;20;(-0,45557471652891135, 0,24667380844813697, 0,039025293821465246, -0,16626434795594425, 0,0856242415929297);(-0,1661682058117401, 0,4388138230590005, 0,5001840011003116, 0,33703317899117535, 0,9331467300227784);(0,5354793124384954, 0,29268425586531377, 0,3762364731221115, 0,9576877132221391, 1,0239706501952952);8,321977597151351;123,78042913311158
GA;Rosenbrock;5;0,1;0,9;20;20;(0,7811258201293999, 0,5398489073931426, 0,27510069946943966, 0,02450706934379196, -0,007305503517269385);(0,11481641294334884, 0,4594792475265037, 0,49292785545460127, 0,43970632050088315, 0,6209922680463454);(0,5062138647895066, 0,2475068480751152, 0,19912326652485682, 0,4417335450494856, 0,8747762995684244);2,525849390783323;37,09795094482246
GA;Rosenbrock;5;0,1;0,9;40;20;(1,0068469056424976, 1,005744396583264, 1,0181079144283474, 1,0265927442554625, 1,0448351106456903);(0,2879238461009346, 0,4535134430535641, 0,38141195627998786, 0,44207189197030033, 0,4769324358201909);(0,4242000003212653, 0,18757197296997047, 0,2522050722131033, 0,3277320617428665, 0,557436541289766);0,029952851025546522;33,20263058778065
GA;Rosenbrock;5;0,1;0,9;60;20;(1,0275631452602367, 1,0665983036152509, 1,131781368270751, 1,275177123500945, 1,6279537612320696);(0,4132269740065434, 0,47087207461556596, 0,4968011661642452, 0,49977608536854723, 0,4330494379947024);(0,34948493401830466, 0,23268404041129132, 0,21088216901557624, 0,20816718439204315, 0,5018932311125657);0,11684288820452217;15,097881550940638
GA;Rosenbrock;5;0,1;0,9;80;20;(1,0501195724741001, 1,1091783692365982, 1,2311591840843434, 1,5205496341435711, 2,31352471456133);(-0,04294024344790606, 0,574697302065821, 0,4255669653295152, 0,35585780963260505, 0,5561625961180294);(0,6042894278059427, 0,1305685314271748, 0,2264123037114402, 0,40147508606726945, 0,6576188518089401);0,3455593255985635;12,134811884868853
GA;Rosenbrock;5;0,1;0,9;100;20;(1,0375756654937045, 1,0733867863723179, 1,1510642709899543, 1,3253935374484727, 1,7561795483553198);(0,28573056817384185, 0,3082830511293701, 0,26917787584749, 0,2002029483336995, 0,18100654739263797);(0,2678704500657376, 0,15481370038618536, 0,12637291338710527, 0,14166366942238853, 0,19253158664571698);0,13667143080846667;6,757708911401901
GA;Rosenbrock;5;0,1;0,9;1000;20;(1,0137946803439606, 1,0278249080987527, 1,056605418133316, 1,116477508215454, 1,2467209415598648);(0,24358012170058446, 0,6918741277582685, 0,5191987446169736, 0,34956325655320375, 0,2542184110540045);(0,6606692625504996, 0,03832813523453462, 0,0792737179102991, 0,13945084560016272, 0,23201481744178937);0,017743543867057704;2,2070924769108173
GA;Rosenbrock;5;0,1;0,9;5;40;(-0,28042644961597984, 0,09199926689937676, -0,10970716675805586, -0,009237720443641434, -0,10891181922275339);(-0,11284420373968737, 0,2898113789880914, 0,23439441819916831, 0,339428240996212, 0,34847692318939844);(0,4782518456577865, 0,2978477956795065, 0,2730226870021502, 0,23558806619430248, 0,38636507565141615);7,361550619160719;48,36749473495457
GA;Rosenbrock;5;0,1;0,9;10;40;(-0,40537540497032293, 0,1658697307089796, -0,06935132905061149, 0,0020867685779717426, 0,015328376907956966);(-0,06935711922167989, 0,5086300414469676, 0,30112054063794746, 0,49360620975345587, 0,5420787686788431);(0,5173767388965222, 0,13366469629935018, 0,30482259910361653, 0,30925828692782886, 0,7696205345391833);5,772923007184568;19,023053198129436
GA;Rosenbrock;5;0,1;0,9;20;40;(0,9124445144799335, 0,8498162821906231, 0,6750422529228873, 0,4411804944799108, 0,16759969851602985);(0,1259288235498068, 0,36309924378613756, 0,3206214222480442, 0,25065919203859366, 0,2156061698114768);(0,3765143262475242, 0,14568510420178152, 0,09960380497465968, 0,13447480873789713, 0,19182996876064942);0,794311067176231;10,064865628541463
GA;Rosenbrock;5;0,1;0,9;40;40;(0,9848952792542023, 0,9759109896144836, 0,9526305699303778, 0,9173637190813999, 0,8506483396672282);(0,2567725271674121, 0,5040119960994065, 0,4004325368920747, 0,3261701293502703, 0,27519621132221905);(0,46202683542380885, 0,14391726932717896, 0,16004808987694102, 0,16860608481705833, 0,21880704389281552);0,031344299693139094;2,85840429280909
GA;Rosenbrock;5;0,1;0,9;60;40;(0,9748041663080326, 0,9495516467224235, 0,8997905084673722, 0,8087998452852001, 0,653230307714672);(0,4443496495650062, 0,45523295137037617, 0,33107294990442304, 0,23943137539701392, 0,1280291938453022);(0,27291243288020145, 0,11983653462622268, 0,10967913223112734, 0,06865423858446022, 0,036879057181814036);0,050325939843428466;2,8260239489037344
GA;Rosenbrock;5;0,1;0,9;80;40;(0,9829609067575376, 0,9661624097753054, 0,9328321749527176, 0,8692820727745064, 0,7545904457422226);(0,024610028677156687, 0,617939554888688, 0,47474032752854634, 0,35409989716724366, 0,2649063927523127);(0,6433755406675182, 0,09140764472658107, 0,12844825975145494, 0,14739303278185462, 0,17919514355149813);0,023267343213553802;2,777715148846975
GA;Rosenbrock;5;0,1;0,9;100;40;(0,9857355576657115, 0,9715785091852214, 0,9454532107207715, 0,8944973042895766, 0,7998716119695816);(0,16493715852118346, 0,5835170173909627, 0,41934390687135925, 0,2890684939933177, 0,18919817563764021);(0,5796140309153472, 0,07973654960090196, 0,1142750819519152, 0,11188961827854645, 0,1010749299066472);0,015384216438294768;2,5682751540399873
GA;Rosenbrock;5;0,1;0,9;1000;40;(1,0123289875972092, 1,024871625422083, 1,050257432935851, 1,1032186730047717, 1,2170846537666673);(0,3489868916877853, 0,7829405363641502, 0,6412811724596846, 0,47552733837512884, 0,36125866793684924);(0,691438499761221, 0,025537286789525222, 0,0637599433036599, 0,14370243579899697, 0,3726901449349188);0,013955148917350255;1,762412924193821
GA;Rosenbrock;5;0,1;0,9;5;80;(-0,8283153555979141, 0,9189060586628163, 0,8129161169439889, 0,7736676529525233, 0,6365323618237873);(0,36185273766185594, 0,5778164836281694, 0,51332970780678, 0,4208575582752644, 0,4623749782207474);(0,4410986711148108, 0,2007678677679764, 0,2169386325597606, 0,3529222162437816, 0,5765935204835406);10,371513746455275;29,693144724443727
GA;Rosenbrock;5;0,1;0,9;10;80;(0,6254734141982216, 0,3371729644563736, 0,13213135032462545, 0,06130399128765708, 0,08508400166113878);(0,0668490734425595, 0,3854532533658479, 0,32401958493006944, 0,30801673083149506, 0,3463504668876375);(0,40858051583848676, 0,1252001068313971, 0,16703807848912888, 0,21148341756816907, 0,40275112276799624);3,3936862126247123;10,158206451529793
GA;Rosenbrock;5;0,1;0,9;20;80;(0,9079429742492553, 0,835145823403598, 0,6870177665379154, 0,456836172049186, 0,21452489863162277);(0,18301093410100297, 0,43202312635484075, 0,305511114146011, 0,22691644317082535, 0,16675026207922877);(0,41352335007035224, 0,12298360788959657, 0,12749084598217322, 0,12279021440128247, 0,14040916290305167);0,47755850239704567;2,9765845491527814
GA;Rosenbrock;5;0,1;0,9;40;80;(0,9782492155004413, 0,9568688773932461, 0,9162568050375636, 0,8406343213002895, 0,7063312359596826);(0,36491034842991243, 0,41822910226285187, 0,2597360998748293, 0,14771992624697072, 0,07203469039167994);(0,2953022791341165, 0,08112250746414866, 0,07746231324291132, 0,05309781417553911, 0,030252833459572904);0,034922112733824645;2,528896326518049
GA;Rosenbrock;5;0,1;0,9;60;80;(0,9857970093464434, 0,9728123943273855, 0,9472384575974235, 0,8984252936399678, 0,8084269300554833);(0,42342824844607474, 0,6496053392192068, 0,5109562741470992, 0,4121273439297937, 0,39266716743706975);(0,4919918523382873, 0,09105108230464362, 0,1540388662089676, 0,2348677182313537, 0,5093941904606255);0,014516042875532844;1,9769610242872957
GA;Rosenbrock;5;0,1;0,9;80;80;(0,9474486222308369, 0,899486877203856, 0,8089477523186218, 0,6542091407485453, 0,4282424008492702);(0,5533980562286138, 0,5162651428284717, 0,31443542093691923, 0,16945081508725368, 0,08405708531989384);(0,21633001936579818, 0,04904899142582013, 0,07007933427996486, 0,05928994403344293, 0,03794357106551026);0,1692825290924466;1,9833108659046457
GA;Rosenbrock;5;0,1;0,9;100;80;(0,9088594728770902, 0,8269966140998409, 0,6859364841504929, 0,46985525868840217, 0,21741798823338337);(0,6592311367242527, 0,5403566531203363, 0,34537577985487045, 0,1721256809908037, 0,05019574531096689);(0,10894416199806359, 0,05207645983705094, 0,0500027387522048, 0,02365743684105848, 0,004231025041766254);0,4195879300106551;1,675997315451826
GA;Rosenbrock;5;0,1;0,9;1000;80;(0,9960055903301657, 0,9920070838384503, 0,9840994472997528, 0,9684628920617178, 0,9377633196614636);(0,6190441584757005, 0,8271540646834785, 0,6935746353564571, 0,5038187104338618, 0,306792314076059);(0,4644988900294984, 0,00698687204297755, 0,022088439960508643, 0,057921948366590516, 0,11964571364277946);0,001329823806321591;1,0436226370738058
GA;Rosenbrock;10;0,1;0,9;5;10;(-0,903591793848924, 0,06189440486228573, -0,9235750897026392, 0,5763366951878424, 0,29503513236691603, -0,03280012747146752, -0,5758796853189087, 0,6932916505562183, 0,3464351244964681, 1,1748436269524456);(0,12465571474117806, -0,4045636521343064, 0,7090788015923197, 0,07815298111195608, 0,46862817898025666, 0,220444721276575, 0,1420882551712027, 0,09438498559802526, 0,16596742369738943, 0,548201174934458);(1,8695252667564588, 1,6091632409879626, 1,0707180295425134, 1,0838044751917153, 1,1713583895319737, 0,9249943668034677, 1,066001272426948, 0,8700059116152549, 1,0278048936743662, 1,9644100823644495);324,5618253184201;2823,796714134668
GA;Rosenbrock;10;0,1;0,9;10;10;(-0,9536409666318231, 0,3833515742535249, -0,32120592381808244, 1,230163081784489, 0,6176201107846717, -0,3400054885052316, 0,6479638202704369, 0,7565467416824916, 0,7025916220004388, 1,3128758959316984);(-0,05687833115922305, 0,191512002055, 0,2156179417453739, 0,45670614742412746, 0,22373481729267936, 0,3075787325679658, 0,2111024104616262, -0,31562112950920307, 0,471243835302532, 0,7200169779097362);(1,5162994437754775, 1,2727101250255592, 0,900448019813942, 1,18183845828538, 1,0889661901657979, 0,7669109078098074, 1,350712459400694, 1,2934872828976098, 1,7337734570768915, 1,3823062725636466);425,57653214942815;2932,5543756046477
GA;Rosenbrock;10;0,1;0,9;20;10;(-1,2122456179902317, 0,6005811419098254, -0,42322223963270755, -0,6316255185693569, 0,6428210348820601, -0,3097598894600288, -0,28245084636684603, -0,6199422024544642, -1,0315934798452084, 0,9970960459903152);(0,2144904504090873, 0,4319787712420826, -0,010978844077271033, 0,2823070781790911, 0,02746755046776015, 0,3019391269780019, 0,5706744797899932, 0,17813868512520734, 0,20280719194688954, 0,22403858361519075);(1,3269452497429417, 1,0277456475829665, 1,2144094510452044, 1,1454710134049608, 1,4042310364024542, 1,1619311183849117, 0,8851817725985507, 1,243332159252431, 1,2527414882124264, 1,8482335173096116);545,1032622794527;2525,1197303033287
GA;Rosenbrock;10;0,1;0,9;40;10;(0,38728644589917327, 0,22898180248785305, -0,6955338347885611, 0,7100652320385786, 0,0610957078459705, 0,8133138025683758, 1,0985222036797633, 0,5725924215143844, 0,3374241915440427, 0,1888506977544302);(-0,012638879862951525, 0,16417838095420592, 0,030127038606036504, 0,24405249719927619, 0,33451561393113016, 0,40321334302583445, 0,3080527626975303, 0,2638195185996776, 0,06705090522352272, -0,0519390440657986);(1,0629381165654013, 0,9459014859031791, 0,7814108768107423, 0,988269887014419, 0,42629931126151743, 0,5707121656447091, 0,8754384664385352, 0,5669798267935842, 1,0231419294297797, 1,7014967266886158);212,2305743301995;1350,4998269812108
GA;Rosenbrock;10;0,1;0,9;60;10;(-0,1356346477939248, 0,9651876312738763, 0,758466924078336, -0,0742329893013827, -0,11614653314490327, -0,6669138494046613, 0,6719267305867496, 0,49023056241976193, 0,7692106130311543, 0,22987335124357977);(0,05088971049198897, 0,5325737664476511, 0,3592700961334497, 0,14160444790126928, 0,36279446693874084, 0,4980621184133963, 0,5996153001478204, 0,4603935762985426, 0,03252931676299149, 0,9563359457004268);(0,8556260132488099, 0,5437922052606496, 0,6407088003297287, 0,6679888460101733, 0,759724236294537, 0,6931010070751581, 0,6439843331043175, 0,7073394460331347, 1,0668030563043587, 1,0064560037631216);235,91997286067374;789,4387022055625
GA;Rosenbrock;10;0,1;0,9;80;10;(0,6805717554243209, 0,7454710687921607, 0,738321804185422, 0,7842563540691848, 0,7546337628847679, 0,5816278870526496, 0,15524558721614867, -0,09876886191760856, -0,7678498488655372, 0,8146203312563319);(-0,013225443295502714, 0,24249427745520996, 0,24439202980643354, 0,3807637442467395, 0,27728466506350535, 0,17213153844782395, 0,24151340283991446, 0,2187058216013375, -0,1611844884456092, 0,8095737336434056);(0,541965620732893, 0,5449358970619861, 0,8454020963364075, 0,5959746808431059, 0,5155166577562377, 0,6907880560215752, 0,8084916845948564, 0,5373046923769836, 1,1307557761654878, 1,7798551418683635);94,93883340829098;752,782823902452
GA;Rosenbrock;10;0,1;0,9;100;10;(0,4385159990522154, 0,17295770920890147, -0,1624665774046695, 0,024599896443261292, 0,34418689748501574, 0,2589936010962506, 0,19006172709046204, 0,19060955012340347, -0,13334848784985387, -0,0013369342108602647);(-0,09198138081364328, 0,025944596852223493, 0,2166301798135996, 0,39165487916676495, 0,030655293102062487, 0,4375498278392344, 0,3682375007831642, 0,49581122574989234, 0,6317208802354608, 0,39594172725474125);(0,41743471572395496, 0,4767920201719449, 0,47375513633959676, 0,3893281165255353, 0,7548735899799889, 0,5281504488676895, 0,5461601883666356, 0,606590651884562, 0,3108526674584212, 1,822469632156166);31,210016392979362;459,0306050913563
GA;Rosenbrock;10;0,1;0,9;1000;10;(0,9889400016795578, 0,9798996592739522, 0,9613514997286936, 0,9241753438000903, 0,8589062354285321, 0,7433390843072619, 0,5607954472244927, 0,3192081386625401, 0,10692688915866132, 0,014331732571912777);(0,29414736079843873, 0,48720972313799515, 0,2815030544149222, 0,14040706983700696, 0,07690606623555414, 0,051044881141625545, 0,03783420051730416, 0,025840065039825905, 0,014957360285860555, 0,0006422230249295547);(0,4152385358092023, 0,04023333582600004, 0,05601906497072426, 0,05045390418898828, 0,03713644295523463, 0,026738715762578812, 0,0151555393328483, 0,004768965271292807, 0,0004716613481702677, 1,1204696350657341E-05);1,5658604308185424;7,300688713749411
GA;Rosenbrock;10;0,1;0,9;5;20;(0,5599772693897922, 0,16739199355503787, 0,606257969472969, 0,2801978844308206, 0,20539551069580658, 0,12373786490737748, 0,14292387534932427, 0,15968047072131708, -0,5391563219837456, 0,3210465483240004);(0,44213047192303867, 0,5859241125245529, 0,09653910980805347, 0,13923208016055555, 0,22662200848785713, 0,267911486060119, -0,14475257281565168, 0,2623644269345434, 0,375107115153373, 0,7198262484476751);(0,8165802289611912, 0,5330626853663705, 0,49769420289442207, 0,5785633304670322, 0,7744332154208998, 0,7219011105623011, 0,47783350747840414, 0,7841609622458532, 1,037818394442987, 1,838837217325892);80,92306938704296;1068,566767307119
GA;Rosenbrock;10;0,1;0,9;10;20;(-1,0966939420919677, 0,8443464834608084, 0,27273539049495915, -0,18030382168017284, 0,07301681339584801, -0,20300653722159442, 0,21378550146603542, 0,6665968410098225, 0,9788889484122415, 1,1817708400004587);(0,33165188902309406, 0,25537978487246976, 0,37518900796885274, 0,26447409747094563, 0,15861665876265113, 0,03821314650188733, 0,2404267981200939, 0,34562943753391384, 0,5037031536707148, 1,1878290580935258);(0,6033667929604135, 0,6048642736464737, 0,7474388782172862, 0,6134641524687859, 0,6438013473214323, 0,5474642263756085, 0,4685499025442759, 0,5214737944768157, 0,6922952839275988, 1,3891628431548024);127,68989197123956;750,9728971309269
GA;Rosenbrock;10;0,1;0,9;20;20;(-0,786231855332362, 0,5988991537703623, 0,3815377122553063, 0,16249844384767287, 0,19324791811732328, -0,6262624203917402, 0,6163247158125765, 0,06339426562139609, -0,8793277407239805, 1,1626059211129702);(0,18215723242097923, 0,1287876764752293, 0,2502697646400887, 0,3919417154599935, 0,27688137760640064, 0,4544697049269394, 0,5098008712767012, 0,39072546020490456, 0,1873392563420011, 0,6583386009574099);(0,7348180567151426, 0,48441755631569106, 0,3957902477588425, 0,6350858702710823, 0,5770153209259385, 0,5998755568976417, 0,35223735705331766, 0,39501282190747145, 0,9247973779697864, 0,9865655035190123);167,45664214058579;528,0152642779251
GA;Rosenbrock;10;0,1;0,9;40;20;(0,7716074192639334, 0,6983182384730064, 0,4755887943545859, 0,16310620165375783, -0,17162544156015636, 0,2210381069831204, 0,10131839680900423, -0,12105083016870963, -0,4242412830741402, 0,0180890281787671);(0,013658679509052895, 0,050787742543257644, 0,2170591883568857, 0,6049991563423455, 0,5045858734276996, 0,3268268624348028, 0,3729649800498655, 0,23640063625667612, -0,010084434008728965, 0,16062072705993363);(0,3310292636783294, 0,2957566184611688, 0,46852513593261524, 0,2444198576445329, 0,15379837989711403, 0,23533414972104116, 0,2574708175477798, 0,2883599066378592, 0,616663562077264, 2,314487249364338);40,14622692497715;403,620286038925
GA;Rosenbrock;10;0,1;0,9;60;20;(0,9742941515568492, 0,9365300782107335, 0,8945992972504678, 0,8535259695763746, 0,7997666666200514, 0,6772235792438431, 0,4264284505998087, 0,16666935799444246, -0,014989893461003892, -0,017907162306401825);(0,08709712938493257, 0,17062258059280713, 0,2664953641510208, 0,36832667907225114, 0,34480882810918134, 0,1891718834787091, 0,10712544591618907, 0,1924677876538864, 0,20471761510241188, 0,2295390904008417);(0,32737446581996166, 0,30142055152526687, 0,38309588014848783, 0,2685245474124578, 0,18770123535945904, 0,18661485031634495, 0,2072370527801076, 0,1931488458696322, 0,3058461936898353, 0,6650196559660706);3,5568838415660697;118,4687730134336
GA;Rosenbrock;10;0,1;0,9;80;20;(0,23846067355949052, 0,044854795702171345, 0,002355346742786782, 0,01596810147743806, -0,0048646114088447545, 0,02110198352189553, 0,052561069152106725, 0,03524134560797873, -0,016441614362341934, 0,010256318732858427);(-0,06479728176523421, 0,5339191992413517, 0,41278471443019804, 0,2238883770431454, 0,01564539213846921, 0,21028742020705876, 0,4356367690250553, 0,46861222133171304, 0,4240963904829364, 0,5347844452962202);(0,6109213598619954, 0,17915194917113106, 0,11932608267308809, 0,059754825960310315, 0,15756086971465494, 0,30579696835767445, 0,22409243546418225, 0,30376568807505155, 0,4376296715251787, 0,9808243277057225);8,7907039823989;94,0816719239287
GA;Rosenbrock;10;0,1;0,9;100;20;(0,98587248084575, 0,956116384343656, 0,92112594399946, 0,8499389774166585, 0,8020100472589614, 0,6684595901419399, 0,5076880287460044, 0,29154035757817864, 0,12293059879879777, 0,02304215683184226);(0,27952533428196885, 0,4509645576717075, 0,5285111452994978, 0,4922999263047533, 0,3936032381350404, 0,2681495982052197, 0,15934695335493854, 0,32356268693286705, 0,23955212515792462, 0,4234688510008203);(0,44710237858464785, 0,2571887051589879, 0,12971336799893346, 0,11088129274898598, 0,11889892527545556, 0,1301634809491453, 0,1848596627346388, 0,15397125295454664, 0,393103650173996, 0,6196393787026223);3,055843680899505;53,22188000427182
GA;Rosenbrock;10;0,1;0,9;1000;20;(1,0003574971637934, 1,0000598555995126, 1,0003301349961915, 1,000974592764346, 1,0027167925543645, 1,006713166224869, 1,0143470395722263, 1,0297983408756022, 1,0613975827644389, 1,1266284476031105);(0,33968087623569515, 0,6966337541804013, 0,5339589910201737, 0,37070321643250603, 0,25969201789787416, 0,2030041487956024, 0,17372804570711115, 0,15506611413349264, 0,149800944615624, 0,17430754128230957);(0,6056498612272051, 0,04571479100714355, 0,08437511158739823, 0,1205175261755543, 0,13406211014409755, 0,13028569750737864, 0,1223699186353422, 0,12313357921010386, 0,15980880978053433, 0,3185260965638976);0,005436088918301097;5,954374510658645
