Algorytm;Funkcja testowa;Liczba szukanych parametrów;Prawdopobieñstwo mutacji;Prawdopobieñstwo crossover;Liczba iteracji;Rozmiar populacji;Znalezione minimum;Œrednia wartoœæ znalezionych parametrów;Odchylenie standardowe znalezionych parametrów;Wartoœæ funkcji celu;Odchylenie standardowe funkcji celu
GA;Beale;2;0,1;0,9;80;40;(2,9969588952061983, 0,49915949119190517);(2,628009289203242, 0,5147585053555119);(1,695253449824456, 0,03278249285617687);1,6530361131268192E-06;0,04991563413475325
GA;Beale;2;0,1;0,9;100;40;(2,998865829944739, 0,4997136202216795);(3,0061520277452933, 0,5004570784098455);(0,012291309302285896, 0,0007970792601846502);2,0673069289544064E-07;0,0018424198662924894
GA;Beale;2;0,1;0,9;1000;40;(3,000385562866039, 0,500106374086625);(1,8755541156371975, 0,6031230528751159);(7,550677771344183, 0,06320516142476724);2,6466925986785877E-08;0,11431415342752294
GA;Beale;2;0,1;0,9;5;80;(2,9666414327461204, 0,4923310543183699);(2,989668685212059, 0,4840257339097464);(0,20613138471583503, 0,01040582281241198);0,0001962407727739495;0,04416070837890312
GA;Beale;2;0,1;0,9;10;80;(2,996791838574541, 0,4998564957712697);(3,025562500287748, 0,4967597148425217);(0,09652893928343699, 0,004602115074042173);1,1457141567014935E-05;0,01122237211681025
GA;Beale;2;0,1;0,9;20;80;(3,0011655112745244, 0,500348220742364);(3,0534730857300345, 0,5054879684368676);(0,0717255745828915, 0,003932930348988009);2,985246062598719E-07;0,008898644651374151
GA;Beale;2;0,1;0,9;40;80;(3,0000001490060337, 0,5000000217060057);(3,0376163271774423, 0,5082308760581463);(0,014401524227275572, 0,0008820449687609909);8,912100621697605E-15;0,0022443239304636795
GA;Beale;2;0,1;0,9;60;80;(3,0000005324647354, 0,5000001469369424);(2,9849960403167275, 0,4960814345761729);(0,0013832374256317046, 9,110777100723655E-05);5,05024461473142E-14;0,00027062941706637903
GA;Beale;2;0,1;0,9;80;80;(3,0000554019167684, 0,5000152888402591);(2,996108046047811, 0,4987753536330586);(0,0012106080699142573, 9,370821784242364E-05);5,467601624005032E-10;0,00021492854256822402
GA;Beale;2;0,1;0,9;100;80;(2,9999940702557946, 0,49999853147713863);(2,629519801664336, 0,5343007778913443);(2,734388741232674, 0,024053830132878977);5,6281598553369645E-12;0,03867710524746966
GA;Beale;2;0,1;0,9;1000;80;(2,9999999645003, 0,49999999071616713);(3,0001733570261173, 0,5000550901175432);(3,6581870015788934E-06, 2,5361633035490113E-07);2,0705057170753957E-16;5,933275109351691E-07
GA;Bukin;2;0,1;0,9;5;10;(-1,9394554339128556, 0,03678624122674151);(-5,768733396124028, 0,3378454074871894);(22,90605923298624, 1,9749661531346334);2,959203324141858;58,815607058096624
GA;Bukin;2;0,1;0,9;10;10;(-12,684333394573658, 1,6082259041709515);(-5,4306625644541295, 0,6377266462500718);(38,037976501017, 0,9264684494015174);2,6673593365738184;39,783988727794984
GA;Bukin;2;0,1;0,9;20;10;(-10,429054625929604, 1,0876880190458618);(-3,3964560274067375, 0,40213997780271915);(31,303220074799977, 0,9539866512012288);0,6060807059092431;37,85774404897358
GA;Bukin;2;0,1;0,9;40;10;(-3,1681391947584827, 0,10037002176539644);(-4,6557671797963724, 0,26439206869920173);(33,736510870692946, 1,6516670069398012);0,17019148240251192;41,93402796901368
GA;Bukin;2;0,1;0,9;60;10;(-3,381646948683909, 0,11438172310580322);(-5,503661723953762, 0,6222517530562592);(28,13705712619503, 0,7262386668008401);0,5796253516699621;36,06041199830422
GA;Bukin;2;0,1;0,9;80;10;(-7,176096344012821, 0,5149741030163739);(-7,340345249831145, 0,8481277447059401);(31,742051102664384, 1,016286967048978);0,3525171707610156;23,04492504118437
GA;Bukin;2;0,1;0,9;100;10;(0,17237588462331477, 0,00030250964458122744);(-2,910706985960277, 0,18843948986613762);(29,106022037317146, 0,560939201922887);0,3335682883163976;17,424703172508025
GA;Bukin;2;0,1;0,9;1000;10;(-12,697063265805712, 1,6121542438669134);(-3,406447731687956, 0,5315869600252999);(43,74377070352907, 0,4815997697633055);0,056653655616008367;0,532248791486289
GA;Bukin;2;0,1;0,9;5;20;(-12,879959962136498, 1,659754868641809);(-7,705914657149506, 0,931474318950299);(36,99930213663907, 0,7362179384832125);2,8944275926049006;19,315816433421674
GA;Bukin;2;0,1;0,9;10;20;(-8,669479935404578, 0,7516079138570116);(-5,794409145746213, 0,6426296483223821);(35,2432315394179, 0,5733077143136922);0,3148073264441128;11,298437117803534
GA;Bukin;2;0,1;0,9;20;20;(-0,8839368870957087, 0,007812921871273285);(-5,809807994318556, 0,5368592988628546);(22,13438554002252, 0,2988701126224073);0,16343319931596179;3,5576047464310014
GA;Bukin;2;0,1;0,9;40;20;(-6,048574590977625, 0,3658520775528092);(-3,279668980551402, 0,37488777412644003);(28,163782809284847, 0,3288009469542129);0,1079447584201278;1,0233228994706864
GA;Bukin;2;0,1;0,9;60;20;(-4,485246004264748, 0,2011743173164773);(-4,406271271258932, 0,4314203670519462);(24,981457027875166, 0,29760612553995075);0,05628221372694706;0,7974119784016852
GA;Bukin;2;0,1;0,9;80;20;(-6,959200670865395, 0,48430475727245503);(-5,138594545964918, 0,5859016306590503);(33,88531018733655, 0,5491499871885551);0,04363626655765299;0,523835168737461
GA;Bukin;2;0,1;0,9;100;20;(-12,55751890300395, 1,576912841349687);(-2,4238243078553268, 0,2763292659021176);(25,293889847406074, 0,19718999487830058);0,04328300410744952;3,676155101460573
GA;Bukin;2;0,1;0,9;1000;20;(-8,17324580099746, 0,6680194898677074);(-7,605128877856998, 0,832861654516611);(26,78746394768422, 0,485622533893066);0,03263155305590089;0,16752906485366523
GA;Bukin;2;0,1;0,9;5;40;(0,16961666881277626, 8,718804417462422E-05);(-6,533435403027497, 0,6363813853081103);(21,55484630534142, 0,3085334763333294);1,5177120536639979;8,437920319045503
GA;Bukin;2;0,1;0,9;10;40;(-10,830819986411813, 1,1730697449734862);(-5,885478860014141, 0,609863797382485);(27,77677034892823, 0,38386242168011064);0,18520344882080914;1,8288793881179928
GA;Bukin;2;0,1;0,9;20;40;(-10,878977615435442, 1,1835215305426128);(-5,371031152764901, 0,6491555420144344);(37,96565693253654, 0,3302183379433714);0,018291797756236433;0,25535441781707036
GA;Bukin;2;0,1;0,9;40;40;(-11,158809128103774, 1,2451902121049367);(-2,824135375133666, 0,23000960132230092);(15,815990056273213, 0,12612773930347632);0,013891166376010141;0,11577878117384506
GA;Bukin;2;0,1;0,9;60;40;(-9,919350794898337, 0,9839352019364611);(-2,8602970794476392, 0,38032791646951203);(31,422464968270603, 0,3720981242613715);0,0011801028247063708;0,18736512389560128
GA;Bukin;2;0,1;0,9;80;40;(-11,756250105401595, 1,38209416540755);(-4,0667899672099965, 0,4125542803712724);(26,01769237661018, 0,24322104370720263);0,017562501054015946;0,24344255161941683
GA;Bukin;2;0,1;0,9;100;40;(-10,024025406886254, 1,0048108536914686);(-3,916636108432005, 0,35778229360927705);(21,514224048006845, 0,19967086466678008);0,0013007122467250246;0,13105705549079077
GA;Bukin;2;0,1;0,9;1000;40;(-9,864465367776553, 0,9730767680716761);(-6,213539575723735, 0,66043264969876);(28,8791028266583, 0,21434977555723533);0,005655292821801157;0,07359626242204784
GA;Bukin;2;0,1;0,9;5;80;(-7,290789935068103, 0,5314093420052586);(-5,674511356608473, 0,5087215160528151);(19,612763022509064, 0,26162843966040183);1,2388543200840194;3,8547400690280305
GA;Bukin;2;0,1;0,9;10;80;(-13,75700321682886, 1,8925513215585559);(-4,8232376496366545, 0,4705542506038293);(25,033587844390325, 0,38379324339141446);0,06070438759809407;1,3972447644044557
GA;Bukin;2;0,1;0,9;20;80;(-8,430402160520318, 0,7107167635935481);(-3,199589866688433, 0,2819154000514438);(18,89895153446274, 0,1907565051829223);0,03625990518295843;0,19258372158078926
GA;Bukin;2;0,1;0,9;40;80;(-11,03504281276804, 1,217721698796311);(-3,9631593200334363, 0,37906368951579283);(23,368138754457135, 0,19282362841165254);0,010377864075097904;0,07520376287467281
GA;Bukin;2;0,1;0,9;60;80;(-11,260967202398254, 1,2680938233348915);(-1,8249311709233111, 0,2468306264127908);(22,475952855074713, 0,16653790410910393);0,012609672023982537;0,1608226931314312
GA;Bukin;2;0,1;0,9;80;80;(-10,076404496407696, 1,01533927576284);(-7,753862378123133, 0,7984032683809439);(20,75529302851003, 0,3882651892686966);0,0010894366502222101;0,10805213940870158
GA;Bukin;2;0,1;0,9;100;80;(-8,486245563998754, 0,7201636377248851);(-5,168215134030506, 0,4789981518019138);(22,30454721000329, 0,35650339887171784);0,015139034476131848;0,07715782792360613
GA;Bukin;2;0,1;0,9;1000;80;(-10,65695851022422, 1,1357076468864042);(-3,7330821047230414, 0,37042983247285843);(24,323239813989954, 0,2679208216215607);0,006569585102242197;0,07554164248367387
GA;Rastrigin;3;0,1;0,9;5;10;(-1,059171051130952, 0,011827408853170018, 0,03906614654636366);(0,5055999007560062, 0,003135790371883801, -0,1124880282693482);(2,1378711248602293, 2,457137649649276, 1,845957894110624);2,13404030672379;12,707272910601201
GA;Rastrigin;3;0,1;0,9;10;10;(0,02893001321670867, -0,11665436134905996, -0,9923793625793901);(0,29057081672923984, -0,330585716826553, -0,8614075608959014);(1,7167355678477805, 3,906810219034189, 2,1914315468898558);3,743509651032255;14,118261871826736
GA;Rastrigin;3;0,1;0,9;20;10;(-0,012367720818359181, 0,0009440874277320127, 0,007859415357037935);(0,5714799749071757, 0,15024699709436867, -0,00981896389906205);(3,7785641001537047, 1,7023071163128136, 3,6434267073226927);0,04276007535695925;11,685666601003387
GA;Rastrigin;3;0,1;0,9;40;10;(0,004372616492072115, -0,9962013063900361, 0,002421878383311436);(-0,7475375016204461, 0,29495564974920635, -0,1862862039980424);(1,3484478300747182, 3,1308747397881573, 2,33374259425714);1,0002219100337904;7,7146958035932105
GA;Rastrigin;3;0,1;0,9;60;10;(-0,001363040305441622, -0,9955513767276682, -0,00020627208156554638);(-0,1521558818147975, -0,29849236779039645, 0,5476661110125342);(1,608564855134752, 2,3060679970097966, 2,030343192252335);0,9954057553967104;6,112329544494777
GA;Rastrigin;3;0,1;0,9;80;10;(-0,9965128913497312, 0,01285381279397782, 0,009003523950354562);(0,1498959929930797, -0,44707002319172034, -0,34827138735792745);(2,213058181734534, 2,9694555671007388, 2,3169288825642145);1,044276916323156;7,522689273435205
GA;Rastrigin;3;0,1;0,9;100;10;(-0,0007580566315667841, -0,9962690198013302, -0,0024129232329355363);(0,348756599827427, 0,0991435164917275, 0,00013018948384050378);(2,0081922212218344, 3,322375040630993, 1,9784465254208679);0,996568635821717;7,116519161512029
GA;Rastrigin;3;0,1;0,9;1000;10;(1,3999885229828508E-05, -2,0139389435457343E-05, -2,8554674753245897E-05);(-1,0936374559150641E-05, -1,2424021579238164E-05, -0,49751256309185565);(1,9797832951646337, 2,81347074674544, 1,7194440235309199);2,8111389838159084E-07;6,467226107127308
GA;Rastrigin;3;0,1;0,9;5;20;(0,023533251106921504, -0,05655687276048252, -0,0036171237943936063);(-0,08905064420834534, 0,41938669100742354, 0,13352668997597156);(1,2033062435985076, 1,270943441227046, 2,0208836793686387);0,7402452076968267;8,69558265397838
GA;Rastrigin;3;0,1;0,9;10;20;(1,024649938694589, 0,027314672309949474, 0,9985719718688281);(0,09970534425944216, -0,5222453761643334, 0,27141769415904393);(2,334865858466402, 1,1856208898687675, 0,9037066141129331);2,3148132073109124;6,742137223813413
GA;Rastrigin;3;0,1;0,9;20;20;(-0,0004287453962405919, 0,0027615823146040636, 0,0005320077642390702);(0,04936476501852531, 0,1986769872261484, 0,1989425565061304);(1,3021049462286838, 1,1026979728734785, 0,7904338962833525);0,0016055873683100685;3,1659103016165466
GA;Rastrigin;3;0,1;0,9;40;20;(0,9948055001946938, 3,1500400599630637E-05, -0,0021080219278674373);(0,04876351344082669, -0,09909322417784414, 0,05036684962723019);(1,1975937189937593, 1,3448136053398954, 1,8223584150858638);0,9958454973892401;4,185215754187634
GA;Rastrigin;3;0,1;0,9;60;20;(3,65861258622297E-05, 0,00023975101977292845, 2,3032335669058283E-06);(0,09947544662746868, 0,398139571054659, 0,09913220043587842);(1,1355748107450225, 0,8755574986312838, 1,7612200933997413);1,1670293588394998E-05;3,7814520822437943
GA;Rastrigin;3;0,1;0,9;80;20;(-0,00016066055427912902, 6,18094247402278E-05, 0,0010502809904225797);(-0,04983912602916855, -0,09942031084535624, 0,29869053946814766);(1,7173205392533313, 1,3443516533109714, 0,9485093556549464);0,0002247223670011067;3,9303210198293015
GA;Rastrigin;3;0,1;0,9;100;20;(-0,0006690063602182387, 0,0003402458746475838, -5,928213566766191E-05);(0,2983028451940057, -0,2984771701403961, 0,29880006304055157);(1,2606467292437207, 1,469407265238807, 1,4697256042506017);0,00011245864183706544;4,278538033718524
GA;Rastrigin;3;0,1;0,9;1000;20;(0,9949591227126678, 3,040735191744097E-06, 1,1440747640763703E-06);(0,19899720999102383, 0,29848269052295934, -8,40348570249061E-06);(1,9381663828431177, 0,8440459466264079, 1,97986354431558);0,9949590592339703;4,676297224980152
GA;Rastrigin;3;0,1;0,9;5;40;(1,0109323821068426, -0,017131172678126583, -1,000984942080711);(-0,09950745584542423, -0,008484813985209222, -0,3669500970532649);(0,9649358877084205, 0,8148523971061632, 0,7473735636106164);2,1058966785681577;5,367405126613758
GA;Rastrigin;3;0,1;0,9;10;40;(0,009769084110211351, 0,0030988881942791216, 0,001977292996929173);(-0,03761420413536998, 0,10484981297983291, 0,053536595305655334);(0,4595147390544024, 0,7188741026389266, 0,6880535234444126);0,02160839787924118;2,3948126851535174
GA;Rastrigin;3;0,1;0,9;20;40;(0,0005326764082047297, -0,0011337761170271347, 0,00021314057163977426);(-0,0523416487600045, 0,19770580826811035, -0,29943960401769115);(0,6756128154544936, 0,37524988321951874, 0,6346685717352588);0,0003203269728686564;1,764312843221563
GA;Rastrigin;3;0,1;0,9;40;40;(-1,4223836673771215E-05, -1,2071731840038024E-05, -2,417703027278126E-05);(-5,1119973542806954E-05, 0,14934034375545463, 0,04957326183404838);(0,7295825276065195, 0,8622202907834816, 1,0915723322342388);1,8501511078738986E-07;2,5870908375472705
GA;Rastrigin;3;0,1;0,9;60;40;(2,1198533172277284E-06, -0,00024446774576601085, -0,0009142511028262476);(0,04970743788131195, -0,0497241922353746, -0,24880306908954922);(0,3621171107655203, 0,4663945866703593, 0,40372293839140855);0,00017768426964437367;1,2438215815628701
GA;Rastrigin;3;0,1;0,9;80;40;(9,273195585105278E-07, -2,353730813138717E-05, -1,5819532584728224E-06);(-0,298535701831802, 0,049704477594623805, 0,04974386525338085);(0,5314818964194379, 0,7790110734846142, 0,778819020648863);1,1057727533625439E-07;2,0894322036479083
GA;Rastrigin;3;0,1;0,9;100;40;(-6,068682963625109E-05, -6,958682274600916E-06, 0,0001442895616532041);(0,24864151206221133, 0,09948266029926026, 5,934579748644309E-05);(0,4038198094952243, 0,4064239679996911, 1,5629580134370407);4,870682627000633E-06;2,338183667918658
GA;Rastrigin;3;0,1;0,9;1000;40;(1,1074060100617163E-07, 1,0480362191923842E-07, 1,4597794862949965E-06);(0,0994942868300566, -0,0994954498604505, -0,0994970822653625);(0,30219077968603, 1,0316191108099566, 0,6148061264050292);4,2737724470498506E-10;1,8904214993913733
GA;Rastrigin;3;0,1;0,9;5;80;(0,9855616316692131, -0,011115482352239511, 0,009157548171722485);(0,23928927832887278, -0,06823664380084922, -0,22691836495838716);(0,9350825590712701, 0,5149009872697867, 0,4106810554481647);1,0535880944145788;4,040256079979107
GA;Rastrigin;3;0,1;0,9;10;80;(0,005454890679119171, 0,001580502734095067, 6,002201486821068E-05);(0,2982346033622908, 0,04763563021260894, -0,0474981260964914);(0,6292905388124196, 0,7759984558403314, 0,263364264891156);0,00639903866370517;2,001757769959008
GA;Rastrigin;3;0,1;0,9;20;80;(0,00026144258789242243, -0,00038315458562293656, -0,00039636363977983333);(0,14899649850618105, 0,24925061226194062, 0,05019067090687244);(0,34253272062239554, 0,2992380461277566, 0,257870056873968);7,385415916161264E-05;0,9497753736797557
GA;Rastrigin;3;0,1;0,9;40;80;(2,9810163872948778E-06, -1,8485563085735987E-06, 3,317145064270389E-06);(-0,049722282364249144, -0,19902954250776433, -0,14924031961705014);(0,1537021559558165, 0,47936291988987323, 0,4454741167362416);4,623938565373464E-09;1,094472166841544
GA;Rastrigin;3;0,1;0,9;60;80;(4,933868520642006E-07, -7,084044367093838E-08, 2,0267420737398158E-10);(-0,04971616349182424, -0,34823282907911074, -0,04973691784029588);(0,15363266290154368, 0,34127669961970153, 0,15370307536866934);4,929034957967815E-11;0,7462254341435273
GA;Rastrigin;3;0,1;0,9;80;80;(1,14988316914406E-11, 1,0931271351366574E-09, 1,1000899900447743E-09);(0,09951639660174363, -2,405838846346294E-07, 7,012460003114062E-06);(0,4064227920813444, 0,3126151473492819, 0,31262019948211295);0;0,9949601775655216
GA;Rastrigin;3;0,1;0,9;100;80;(1,4163519025593822E-07, 7,058593345051693E-10, 2,720988286892415E-09);(0,09950418516885487, 0,04974686232118826, -0,19899883853430594);(0,3021774724865627, 0,362109846499552, 0,4793314829418911);3,979039320256561E-12;1,1442030264211813
GA;Rastrigin;3;0,1;0,9;1000;80;(-2,5304331916235747E-09, -3,5983740861936826E-10, -1,4736497503576238E-09);(-0,09949588661344008, -0,29848716652839113, 0,09949617806461221);(0,30219334591908836, 0,21882970371617497, 0,19798822947029066);0;0,7959672473564113
GA;Rastrigin;5;0,1;0,9;5;10;(1,8356242974787333, 0,9598667754190285, 1,0008859319136754, 0,12872890051822178, 0,9644691649472992);(-0,20832769552379213, 0,5115052409004146, 0,22168498257299035, -0,7140403934638423, 0,6480302356134361);(3,125442687568273, 3,6064364331287875, 3,411370832963837, 5,629463166878306, 3,954607415479364);14,776366456529523;38,1896083489378
GA;Rastrigin;5;0,1;0,9;10;10;(-0,913284580808824, 2,0008798075722183, -0,08298936325611628, 0,022101795999950005, -0,9990881422053645);(-0,3389696416860947, -0,1236491317724425, -0,755354039715799, 0,23449194756537645, 0,007840400184091689);(4,008674792498711, 1,7054904400557969, 5,219172614482622, 2,788232324490017, 4,330282050899759);8,716652254208306;31,419000616876172
GA;Rastrigin;5;0,1;0,9;20;10;(0,9849459802540868, 0,9451143981035608, 0,9995505906890144, -0,9836769596744966, 0,970577632808431);(0,49483195345387376, 0,6810893525363327, 0,7799568479905317, -0,033090214525323194, -0,4599065803995977);(3,5073701471985768, 2,380504119491304, 4,131882079619096, 4,02216912169121, 2,344889841070914);5,628541475695265;25,09214459855439
GA;Rastrigin;5;0,1;0,9;40;10;(1,005187816809576, -0,009471665284641505, 1,0091978751680948, 0,0034211834488057187, 0,0028310634402615165);(0,00034509194053968797, -0,2608928293891934, -0,25066064308613584, -0,19283629534081057, -0,3098814079387056);(3,730502587544758, 3,5708567936247517, 3,24310344112801, 2,7299404991169856, 3,258723589170495);2,0725948896469077;17,83232850631341
GA;Rastrigin;5;0,1;0,9;60;10;(0,9951684518364147, -0,9935917192100712, -0,0008817291680044363, 0,0013417349861122151, -0,9941337550604112);(-0,09876126603383434, 0,2548505513708953, -0,5988161091137962, 0,1432528355024314, -0,29959118373361193);(5,318224864537069, 3,0074056714203903, 2,1227032035357536, 3,1583631394987832, 3,0381496872827602);2,9859026785807288;16,55220735142192
GA;Rastrigin;5;0,1;0,9;80;10;(0,9946091843559568, 0,0002206093566062793, 0,9979698578494827, -0,005372319875600024, 1,989739959563974);(0,0998616419333421, -0,0006530235081869564, -0,049073714109799896, -0,2985024329411676, 0,3468621814462128);(2,8008344624669044, 3,3364425655870074, 5,365026054927276, 2,816458874622396, 3,98281836506238);5,977312782753003;17,73056600515089
GA;Rastrigin;5;0,1;0,9;100;10;(0,007421822113671135, -0,0019617761796392272, -0,9959585708679326, 0,9845035193542444, -0,0031053893124330535);(0,049783611558814944, -0,09999561961682592, 0,19841531464943976, 0,3973051658340031, 0,049262354653741014);(6,202286084643121, 3,8476756552810163, 2,771039128535083, 2,744814651280222, 1,8171371666017333);2,025371781534666;16,82380801249647
GA;Rastrigin;5;0,1;0,9;1000;10;(-0,9949753793782694, -0,9948572241260782, 9,026392825616766E-05, 0,9949457141041459, -0,9949879942068995);(0,14927907568356244, 0,845707851018614, -0,2487362776150961, -0,5472228400409477, 0,34823802751373434);(5,030511311921439, 4,196765184326677, 2,3837010203868063, 2,654663786439681, 2,216855339549266);3,979840143747495;16,964017869676134
GA;Rastrigin;5;0,1;0,9;5;20;(0,05576431490525158, 0,023115748178263517, -1,8790123927600528, 1,019196813983399, 0,06917211262777997);(0,18086264346029732, 0,2011562578930009, -0,5294102894526593, 0,47697446624725603, 0,0036844897755763163);(1,7298411190907863, 2,514955874228647, 2,100470400583493, 1,061051870496377, 2,71935409770526);9,046025722904048;23,829770814303146
GA;Rastrigin;5;0,1;0,9;10;20;(0,8548969515677763, -0,9722822965908497, -1,0004370168375056, -0,9971555041683797, 0,048808627237103844);(-0,11649526855277208, -0,09995343610848009, -0,6206550688069766, -0,3947565111749678, -0,07694454839815205);(1,2420300641094237, 2,142001180760508, 2,017284368480524, 3,1151459092457654, 2,8627608795666024);8,16927624634657;19,772246588686105
GA;Rastrigin;5;0,1;0,9;20;20;(-0,00447228789530052, 0,006638467821957386, -0,9817856244228804, -0,9325399159664669, -0,02193458802842091);(0,29995645540430116, -0,40648979472187524, 0,050069195552798984, 0,08875167818070927, -0,3309195286888159);(1,0816375705668788, 2,0055284155894584, 1,738303056068399, 1,520960007386354, 2,6296268096616306);2,8918961676106747;10,837739899577112
GA;Rastrigin;5;0,1;0,9;40;20;(0,9987203724167135, -0,003168805405638738, -0,0027638892610436783, 0,010767971389242958, 0,0003172119113298913);(0,14978928457856922, -0,04830377211339689, 0,2988089633460502, 0,09930551778653225, -0,548738323900332);(2,1173300861608535, 2,0295931225901587, 1,4717191144489548, 1,6574270912143279, 2,0276617066188054);1,0242877890290885;9,321643164346387
GA;Rastrigin;5;0,1;0,9;60;20;(0,9946946459359379, -0,9960069859806661, 5,875206031696911E-05, -0,0001637534303369057, -0,995049681241606);(0,14901614811206676, 0,09930024112115517, -0,14887556544690156, -0,4475806633233909, -0,19880612598352154);(2,7394971615933694, 2,595739528780919, 1,7983951677337986, 2,237578531066704, 2,0424460243368374);2,985116583950827;11,19736314611304
GA;Rastrigin;5;0,1;0,9;80;20;(0,9946336461246623, 2,3646535710063153E-05, 0,9947588356257988, 0,00012315034454071422, 0,001299956134288847);(0,34821659619944334, -0,14946280904164594, 0,04955770846468668, 0,19913614858445275, 0,39765799333855634);(1,48807079041831, 1,5920691059748244, 1,820272580927813, 1,9377975645606114, 3,062407058556269);1,9902853511619227;9,802076974075527
GA;Rastrigin;5;0,1;0,9;100;20;(9,48013655024697E-05, -3,130079974505398E-05, -0,002466343700632461, -3,2787297096763098E-06, 0,001429481196897102);(0,4476305042635217, 0,0497907919444988, -0,3979439361493736, 0,49738729441469526, 0,298257167494919);(2,2378893822635657, 1,1953667282162033, 2,334229433371437, 1,823270314433577, 1,7813604718896672);0,001614139999837505;9,651689228730875
GA;Rastrigin;5;0,1;0,9;1000;20;(2,5656824215148307E-05, 0,9949588934584583, 0,994929943346197, 1,4971314013204236E-05, -1,4506827842964562E-07);(-0,2487186985486507, -0,3979660921348365, 5,23540311375692E-07, 0,19900036247738598, -0,5472086743582663);(1,8626468325465377, 1,813082258757667, 2,6051005830265357, 2,042353615379409, 3,5923725334055767);1,9899184525343756;11,93948164318301
GA;Rastrigin;5;0,1;0,9;5;40;(0,053348190511532945, 0,06639249621449386, 1,993623378954661, 0,01196502917101018, 1,0260747985258112);(-0,2598170413010931, -0,2922646016064915, 0,3918615313809414, 0,15034207380527675, -0,055827625637036214);(1,970714190635695, 1,8993760794833086, 2,317582052208984, 1,1286316910664966, 1,361322253842439);6,6190333053611425;18,58387908703413
GA;Rastrigin;5;0,1;0,9;10;40;(1,010433082250005, -0,047931684431455346, 0,0882931538941225, 0,004138689453126676, 0,0888001960594868);(-0,4388956092602788, 0,05130624209132255, -0,2554995001035327, -0,0030377714314899994, 0,14757425578927924);(1,5123981419067258, 1,2613769238787886, 1,3985099897220297, 1,1653668119184215, 1,1869192782577416);4,530220596955928;10,371445948051015
GA;Rastrigin;5;0,1;0,9;20;40;(1,0088690079649942, -0,03379800955851791, -0,022141350904501582, 0,024519392858418317, -0,025055069345868382);(-0,19670797359172582, -0,4484324143612291, -0,151049307628653, 0,1029269460464054, -0,1973663308082832);(0,7752890605993902, 1,0804730760278005, 0,8578352514794058, 1,2395669006963002, 1,7483035805508498);1,5995464362180627;6,065190886763114
GA;Rastrigin;5;0,1;0,9;40;40;(-0,9947825635409135, 0,00013847228361742615, -0,00031454204616529913, 0,0008515753157066747, 0,0001778890151518071);(-0,04983731925960051, 0,09901291677137822, -0,050099545802306224, -0,3978710631808565, -0,34882605060591326);(1,198044691169875, 1,447060725983269, 0,6757717611273508, 2,8557569961590623, 0,863573038311974);0,9951387846104467;7,020168943648247
GA;Rastrigin;5;0,1;0,9;60;40;(-0,9951891314158782, 0,00021891975351405794, 1,142940265329279E-05, 0,0008259114996214017, 0,0025010334115254523);(-0,44773371914743515, -0,14920350183153758, -0,5969792181588269, 0,19909185711393634, -0,2984956081008623);(2,1338630558159455, 1,3832282566876954, 1,5005800772470614, 0,8960377413685061, 1,156590290005627);0,996355405378722;7,462626600682009
GA;Rastrigin;5;0,1;0,9;80;40;(-1,9128448842877725E-05, 0,0002324864650278145, 5,534910486904824E-06, 0,00012979740962047167, 0,9949245204592205);(0,3978110094344498, 0,1990261205717435, 0,2486673149268186, -0,04954900982627266, -0,1987981851659591);(1,083380522593189, 1,5213049880799965, 0,8207411141000457, 0,8834100472825436, 1,1044839010378287);0,9949734320375256;5,472477332471695
GA;Rastrigin;5;0,1;0,9;100;40;(0,9950306373405573, -5,0042742009905145E-06, -0,00011163847704351628, 2,9348847472495667E-05, -0,0002891763430807943);(-0,04972909289147919, -0,09952273606056486, 0,0995505972272275, -0,09952379794577551, 0,1492949612719957);(1,4043632178129757, 1,2400031622117549, 1,0315935216899885, 0,5105605297894695, 1,27909565911364);0,9949793236135349;5,27332250370515
GA;Rastrigin;5;0,1;0,9;1000;40;(1,468454531947866E-05, 2,1206475033688756E-07, 1,6387932009169654E-07, 1,2061421102541409E-06, 3,7729024847866925E-05);(0,29848573804248396, 0,24873994491657853, 0,14923791142286497, 0,049742648220423805, -0,29849113930070487);(1,052460855674984, 0,8206100532940562, 0,6538701500938731, 1,4041503924788585, 1,3650856392349773);3,2549034756357287E-07;5,323024518627468
GA;Rastrigin;5;0,1;0,9;5;80;(0,17866579660794335, 0,023430191073126716, 0,12983487610364897, 1,0268538306319526, 0,037673601790098654);(-0,11555153591505438, 0,030056779106372798, 0,07835181634692787, -0,022855064486494114, 0,4216659040935296);(1,2968183060580825, 0,924576579250043, 1,2777934973024456, 1,277531443308997, 2,394642280551777);10,447678763732384;13,650451099361593
GA;Rastrigin;5;0,1;0,9;10;80;(-0,028142087133716423, -0,09524189529903215, -0,01639406013601942, 0,9392789409214957, 0,01652527108592146);(0,03381705704962993, 0,04560040817864636, 0,20074284962889913, 0,6134128958872749, 0,10388833813192708);(0,8504892382922885, 0,9003449682801223, 1,1915884843968003, 0,4416113502780168, 1,0188483143009326);3,6121897716227664;7,507515315365408
GA;Rastrigin;5;0,1;0,9;20;80;(1,0016677081179444, 0,009180631739174555, 0,005358860712069341, 0,004353792375322192, 0,0006831687953905152);(0,3002359230656523, 0,048763451646181274, 0,20046853398260628, -0,051455695482778153, 0,24355686662309423);(0,8499557741282328, 0,5717660184458041, 0,47912594259344066, 0,5783049262296975, 0,8201231491145939);1,030153605100189;3,4792354315366523
